"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:List_Index_Angle:2               geom:index_value_angle:1             ","Attribute","index_value_angle","n/a","geom","The index_value_angle attribute provides the value of an angle as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"geom:List_Index_Angle:2               geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Angle:2               geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Angle:2               geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:1             ","Class","List_Index_Length","1.0.0.0","geom","Used when the list values are lengths. ","geo","","","","","","","","","","",""
"geom:List_Index_Length:2              geom:index_value_length:1            ","Attribute","index_value_length","n/a","geom","The index_value_length attribute provides the value of a length as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:List_Index_Length:2              geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:2              geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Length:2              geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:1           ","Class","List_Index_No_Units","1.0.0.0","geom","Used when the list values have no units. ","geo","","","","","","","","","","",""
"geom:List_Index_No_Units:2            geom:index_value_number:1            ","Attribute","index_value_number","n/a","geom","The index_value_number attribute provides the value with no applicable units as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","REAL"
"geom:List_Index_No_Units:2            geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:2            geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_No_Units:2            geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Text:1               ","Class","List_Index_Text","1.0.0.0","geom","Used when the list values are strings. ","geo","","","","","","","","","","",""
"geom:List_Index_Text:2                geom:index_value_string:1            ","Attribute","index_value_string","n/a","geom","The index_value attribute provides the string value as named by the associated index_id or index_name. ","geo","ASCII_Short_String_Collapsed","0","*","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Text:2                geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Text:2                geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Text:2                geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:1        ","Class","List_Index_Temperature","1.0.0.0","geom","Used when the list values are temperatures. ","geo","","","","","","","","","","",""
"geom:List_Index_Temperature:2         geom:index_value_temperature:1       ","Attribute","index_value_temperature","n/a","geom","The index_value_temperature attribute provides the value of a temperature as named by the associated index_id or index_name. ","geo","ASCII_Real","0","*","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Temperature","none","TBD_classConcept","REAL"
"geom:List_Index_Temperature:2         geom:index_sequence_number:1         ","Attribute","index_sequence_number","n/a","geom","The index_sequence_number attribute supplies the sequence identifier for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:2         geom:index_name:1                    ","Attribute","index_name","n/a","geom","The index_name attribute supplies the formal name for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:List_Index_Temperature:2         geom:index_id:1                      ","Attribute","index_id","n/a","geom","The index_id attribute supplies a short name (identifier) for the associated value in a group of related values. ","geo","ASCII_Short_String_Collapsed","0","3","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Reference_Pixel:1               ","Class","Reference_Pixel","1.0.0.0","geom","The Reference_Pixel class provides the pixel coordinates, line and sample, to which values in the containing class apply. Integer values indicate the center of the pixel. Sub-pixel values are permitted. For pixel_sample, the leading edge (left edge for sample increasing to the right) has a value 0.5 less than the integer value at the center, and the value for the trailing edge is the center integer value + 0.5. For pixel_line, the leading and trailing edges (top and bottom respectively for line increasing downward) again are -0.5 and +0.5 with respect to the center integer value. ","geo","","","","","","","","","","",""
"geom:Reference_Pixel:2                geom:vertical_coordinate_pixel:1     ","Attribute","vertical_coordinate_pixel","n/a","geom","vertical_coordinate_pixel (line) is the vertical coordinate of a specific pixel. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","REAL"
"geom:Reference_Pixel:2                geom:horizontal_coordinate_pixel:1   ","Attribute","horizontal_coordinate_pixel","n/a","geom","horizontal_coordinate_pixel (sample) is the horizontal coordinate of a specific pixel. ","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Misc","none","TBD_classConcept","REAL"
"geom:Object_Orientation_North_East:1 ","Class","Object_Orientation_North_East","1.0.0.0","geom","The Object_Orientation_North_East class provides the parameters needed to describe the orientation of an external coordinate system relative to the image coordinate frame as described by the Image_Orientation class. ","geo","","","","","","","","","","",""
